id,idSportinglife,date,hour,time,name,place,track,age,amountRunners,description,oddP1,oddP2,oddP3,oddP4,oddP5,oddP6,oddP7,oddP8,oddP9,oddP10,oddP11,oddP12,oddP13,oddP14,oddP15,oddP16,oddP17,oddP18,oddP19,oddP20,oddP21,oddP1Dec,oddP2Dec,oddP3Dec,oddP4Dec,oddP5Dec,oddP6Dec,oddP7Dec,oddP8Dec,oddP9Dec,oddP10Dec,oddP11Dec,oddP12Dec,oddP13Dec,oddP14Dec,oddP15Dec,oddP16Dec,oddP17Dec,oddP18Dec,oddP19Dec,oddP20Dec,oddP21Dec,premiumP1,premiumP2,premiumP3,premiumP4,premiumP5,premiumP6,premiumP7,premiumP8,rideToFinish1,rideToFinish2,rideToFinish3,rideToFinish4,rideToFinish5,rideToFinish6,rideToFinish7,rideToFinish8,rideToFinish9,rideToFinish10,rideToFinish11,rideToFinish12,rideToFinish13,rideToFinish14,rideToFinish15,rideToFinish16,rideToFinish17,rideToFinish18,rideToFinish19,rideToFinish20,rideToFinish21,createdAt,updatedAt
430,559741,2020-01-09,12:50,1578585000000,"Prix De La Cote D'azur - Attele",Cagnes-sur-Mer,TURF,"5YO plus",16,"Earl Simon (9/4), Bryssel (5/2), Elsa De Belfonds (7/2), Coach Franbleu (6/1), Bulle De Laumont (9/1), Eclat De Gloire (12/1), Balzac De Souvigne (18/1), Baby Lou Max (20/1), Black D'Arjeanc (25/1), Beppe Am (33/1), Voltaire Gifont (50/1), Alexia Du Cherisay (100/1), Allegro Nonantais (125/1), Vanderlov (125/1), Creature Castelets (150/1), Balthazar Maza (150/1)",4.5,3.25,26,51,34,13,151,21,151,19,126,3.5,126,0,0,0,NULL,NULL,NULL,NULL,NULL,7/2,9/4,25/1,50/1,33/1,12/1,150/1,20/1,150/1,18/1,125/1,5/2,125/1,6/1,9/1,100/1,NULL,NULL,NULL,NULL,NULL,"75600.0 EUR","24000.0 EUR","12000.0 EUR","8400.0 EUR",NULL,NULL,NULL,NULL,7,16,1,10,8,9,11,14,4,6,3,2,12,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:49","2020-01-13 11:20:49"
431,559742,2020-01-09,13:25,1578587100000,"Prix Pierre Bocquet - Attele",Cagnes-sur-Mer,TURF,"4YO only",12,"Good Morning (11/10), Glowing Moko (4/1), Give Me Cash (9/2), Garry Thoris (11/2), Goopgirl (11/1), Garnement Royal (12/1), Gun Sissi (20/1), Gawani Du Bocage (40/1), Guarda's Fella (40/1), Gordon Flash (50/1), Gladiateur Turgot (66/1), Griselda Blanco (100/1)",2.1,13,12,5.5,21,101,51,41,41,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11/10,12/1,11/1,9/2,20/1,100/1,50/1,40/1,40/1,11/2,4/1,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22050.0 EUR","7000.0 EUR","3500.0 EUR","2450.0 EUR",NULL,NULL,NULL,NULL,12,4,8,7,11,2,9,6,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:49","2020-01-13 11:20:49"
432,559743,2020-01-09,14:00,1578589200000,"Prix Hulk De Godisson - Monte",Cagnes-sur-Mer,TURF,"5YO to 10YO",14,"Cathy Du Vivier (1/1), Ebene De Jay (9/2), Django Of Carless (6/1), Dis Moi De Houelle (17/2), Farouk Du Guelier (9/1), Evasonn (12/1), Brosnan Jet (12/1), Bettina D'Avril (20/1), Coeur De Dompierre (20/1), Baron De Bry (33/1), Artiste Du Lys (66/1), Diego Delavera (66/1), Achille Du Fosse (100/1), Ami (100/1)",13,7,10,67,34,13,9.5,21,101,2,101,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12/1,6/1,9/1,66/1,33/1,12/1,17/2,20/1,100/1,1/1,100/1,20/1,9/2,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18269.0 EUR","5800.0 EUR","2900.0 EUR","2030.0 EUR",NULL,NULL,NULL,NULL,3,7,2,14,4,12,8,10,5,13,11,9,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:50","2020-01-13 11:20:50"
433,559744,2020-01-09,14:35,1578591300000,"Prix Promising Catch - Attele",Cagnes-sur-Mer,TURF,"5YO only",16,"Fric Frac Du Mill (5/2), Festival Castelets (3/1), First Dream (7/2), Famous Jet (7/1), Free Love (7/1), Fragon D'avignere (18/1), Faste Merite (18/1), Fakir De Beauvalet (20/1), Family First (20/1), Fabuleux Honey (22/1), For Win De Tagor (22/1), Falga De Ritz (33/1), Falbala Du Bourg (40/1), Fingers Cross (66/1), Fine Girl Turbo (66/1), Feria Du Jouan (125/1)",21,3.5,19,19,8,8,4.5,21,23,67,41,34,67,126,0,0,NULL,NULL,NULL,NULL,NULL,20/1,5/2,18/1,18/1,7/1,7/1,7/2,20/1,22/1,66/1,40/1,33/1,66/1,125/1,3/1,22/1,NULL,NULL,NULL,NULL,NULL,"11970.0 EUR","3800.0 EUR","1900.0 EUR","1330.0 EUR",NULL,NULL,NULL,NULL,5,7,4,9,12,3,8,2,14,16,11,15,13,10,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:50","2020-01-13 11:20:50"
434,559745,2020-01-09,15:10,1578593400000,"Prix Junior Du Rib - Attele",Cagnes-sur-Mer,TURF,"7YO to 9YO",13,"Cyberespace (11/8), Derby D'Auvrecy (9/2), Dialetto (5/1), Diana Jiel (7/1), Diabolo Castelets (10/1), Desir Des Caillons (11/1), Darius Aulnois (12/1), Boy De Rebomard (18/1), Beauvallon Gede (25/1), Dollar Le Blanc (33/1), Danseuse De Flam (33/1), Captain Best (40/1), Banzai De Mone (100/1)",6,2.38,26,34,8,5.5,101,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/1,11/8,25/1,33/1,7/1,9/2,100/1,40/1,18/1,10/1,11/1,33/1,12/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3780.0 EUR","1200.0 EUR","601.0 EUR","420.0 EUR",NULL,NULL,NULL,NULL,3,1,7,6,8,2,10,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:51","2020-01-13 11:20:51"
435,559746,2020-01-09,15:45,1578595500000,"Prix Meteor Ii - Attele",Cagnes-sur-Mer,TURF,"6YO to 8YO",15,"Emencourt Blequin (5/2), Eclair Magic (4/1), Charleston Piya (5/1), Diams De Bassiere (13/2), Deesse Du Plessis (7/1), Divine Di Leone (9/1), Cristal Jihaime (14/1), Diva De Godrel (16/1), Dessylona (18/1), Dorie De Sauzette (20/1), Cikia Deiha (20/1), Dakota Winner (28/1), Coeur De Miennais (28/1), Call Girl Pan (66/1), Diamond Kalouma (100/1)",3.5,29,19,6,7.5,15,21,17,21,5,8,10,101,67,0,NULL,NULL,NULL,NULL,NULL,NULL,5/2,28/1,18/1,5/1,13/2,14/1,20/1,16/1,20/1,4/1,7/1,9/1,100/1,66/1,28/1,NULL,NULL,NULL,NULL,NULL,NULL,"13859.0 EUR","4400.0 EUR","2200.0 EUR","1540.0 EUR",NULL,NULL,NULL,NULL,12,2,1,11,7,10,13,5,8,14,15,9,4,3,0,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:51","2020-01-13 11:20:51"
436,559747,2020-01-09,16:20,1578597600000,"Prix De Cagnes-sur-mer - Attele",Cagnes-sur-Mer,TURF,"5YO plus",16,"Conchitana Jenilou (2/1), Fredo Griff (3/1), Crock Vauloger (7/1), Comete Jet (7/1), Duke Of Carless (15/2), Detales (12/1), Devirmont (12/1), Anti Doctor (22/1), Coco Du Cire (22/1), Blacky De Cambron (22/1), First In Love (28/1), Deal On Line (28/1), Cash Des Caillons (50/1), Varcoroso (66/1), Adonis Des Fanes (80/1), Divine Beji (80/1)",3,8,4,8,23,23,13,81,13,67,51,29,0,0,0,0,NULL,NULL,NULL,NULL,NULL,2/1,7/1,3/1,7/1,22/1,22/1,12/1,80/1,12/1,66/1,50/1,28/1,22/1,15/2,28/1,80/1,NULL,NULL,NULL,NULL,NULL,"20790.0 EUR","6600.0 EUR","3300.0 EUR","2310.0 EUR",NULL,NULL,NULL,NULL,15,7,2,13,6,3,5,1,14,11,12,10,0,0,0,0,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:52","2020-01-13 11:20:52"
437,559748,2020-01-09,16:55,1578599700000,"Prix Kaizer Soze - Attele",Cagnes-sur-Mer,TURF,"7YO to 10YO",13,"Diga De Cahot (3/1), Seleniost (7/2), Vasterbo Hard Cash (9/2), Balou De Mai (11/2), Carnegie Hall (17/2), Unoicsdue Gnafa' (9/1), Bebe Du Beauvoisin (12/1), Love Dancer (12/1), Butterfly Elde (20/1), Bonheur Des Marais (25/1), Rocciamelone (25/1), Bolide De La Cote (50/1), Bingo D'Or (100/1)",5.5,13,4,10,26,4.5,13,26,101,51,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/2,12/1,3/1,9/1,25/1,7/2,12/1,25/1,100/1,50/1,20/1,11/2,17/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18269.0 EUR","5800.0 EUR","2900.0 EUR","2030.0 EUR",NULL,NULL,NULL,NULL,12,1,4,9,7,11,13,6,10,8,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:52","2020-01-13 11:20:52"
438,559733,2020-01-09,10:55,1578578100000,"Momas Stakes",Pau,FIBRESAND,"5YO plus",7,"Mad River (13/8), Blue Blue Eyes (7/4), Poporo (11/4), Qatar River (12/1), Falcao Negro (14/1), Luminic (25/1), Shamsoun (80/1)",13,2.63,26,2.75,3.75,15,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12/1,13/8,25/1,7/4,11/4,14/1,80/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,2,4,7,1,3,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:53","2020-01-13 11:20:53"
439,559734,2020-01-09,11:25,1578579900000,"La Caze Chase",Pau,TURF,"5YO plus",10,"Crack De Reve (4/6), Wealth Des Mottes (5/2), Chestnut Dream (13/2), Every Where (10/1), Zeaudiak (12/1), Du Soleil (33/1), Zorra Des Obeaux (40/1), Lorrainas (40/1), Baron Du Seuil (50/1), Meissen (50/1)",1.67,3.5,7.5,11,51,41,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/6,5/2,13/2,10/1,50/1,40/1,40/1,50/1,33/1,12/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"20160.0 EUR","6400.0 EUR","3200.0 EUR","2240.0 EUR",NULL,NULL,NULL,NULL,1,8,3,5,2,10,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:53","2020-01-13 11:20:53"
440,559735,2020-01-09,11:55,1578581700000,"J. Biraben Chase",Pau,TURF,"4YO to 5YO",12,"Samba Nonantaise (6/5), Miss De Boulko (5/2), Fortune Du Large (3/1), Milanesca (7/1), All Gold (12/1), Dream Quality (40/1), Ite Missa Est (50/1), Jackiechope (50/1), Barcarolle (66/1), Maschina (66/1), Reine De Salan (66/1), Virgule Chope (66/1)",4,8,3.5,41,51,67,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3/1,7/1,5/2,40/1,50/1,66/1,12/1,6/5,50/1,66/1,66/1,66/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"20790.0 EUR","6600.0 EUR","3300.0 EUR","2310.0 EUR",NULL,NULL,NULL,NULL,8,12,1,7,11,5,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:53","2020-01-13 11:20:53"
441,559736,2020-01-09,12:25,1578583500000,"D'irouleguy Claiming Stakes",Pau,FIBRESAND,"3YO only",12,"Nouvelle Escale (9/4), Metallica Star (9/4), Wasachop (4/1), Prodigious (7/1), Elegant Art (8/1), Alaska (12/1), Phosphene (16/1), Santa Mondega (33/1), Kuko (33/1), Saga Bee (33/1), Covadonga's Lakes (40/1), Malandar (50/1)",3.25,9,8,3.25,41,17,34,13,5,34,34,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/4,8/1,7/1,9/4,40/1,16/1,33/1,12/1,4/1,33/1,33/1,50/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8820.0 EUR","2801.0 EUR","1400.0 EUR","980.0 EUR",NULL,NULL,NULL,NULL,8,3,2,5,12,11,6,9,1,4,10,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:54","2020-01-13 11:20:54"
442,559737,2020-01-09,13:07,1578586020000,"Barcus Claiming Hurdle",Pau,TURF,"4YO only",12,"Diva De Vassy (5/6), Castillonnes (7/2), Money Back (5/1), Viva Landora (9/1), Girline (9/1), La Cafe Ine (14/1), Vademecum (25/1), Get Free (33/1), Nunc Est Bibendum (40/1), Belle Du Murier (40/1), Galicoat (50/1), Mouette Malpic (50/1), Alaska Road (50/1)",34,1.83,4.5,26,10,6,41,51,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33/1,5/6,7/2,25/1,9/1,5/1,40/1,50/1,14/1,50/1,40/1,50/1,9/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,7,1,3,10,4,5,11,6,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:54","2020-01-13 11:20:54"
443,559738,2020-01-09,13:42,1578588120000,"Saint-palais Stakes",Pau,FIBRESAND,"4YO plus",11,"Saint Nom (3/1), Incitatus (9/2), Squamish (5/1), Golden Bridge (5/1), Fly D'Aspe (7/1), Garlizain (15/2), Skaters Waltz (8/1), Nobokhov (10/1), Gurugu (16/1), Encantador (40/1), Bokra Fil Mishmish (66/1)",8.5,6,9,8,17,5.5,6,4,41,67,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/2,5/1,8/1,7/1,16/1,9/2,5/1,3/1,40/1,66/1,10/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11340.0 EUR","3600.0 EUR","1800.0 EUR","1260.0 EUR",NULL,NULL,NULL,NULL,4,2,3,9,8,7,5,1,11,10,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:55","2020-01-13 11:20:55"
444,559739,2020-01-09,14:17,1578590220000,"Baradat Hurdle",Pau,TURF,"5YO only",16,"La Sentosa (13/8), Furia (10/3), Sumsam (6/1), Lee Dragon (13/2), Jolly Gift (8/1), Fou De Reve (12/1), Nina D'amour (12/1), Faitque De L'isle (16/1), Mega Heart (20/1), Txopito (20/1), Il Decoiffe (20/1), Chicatchi (25/1), Fenice San Marco (25/1), Fundy (40/1), Starbahio (50/1), Objet D'or (50/1), Da Vinci Del Rais (50/1)",7,7.5,21,41,4.33,21,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,6/1,13/2,20/1,40/1,10/3,20/1,12/1,25/1,12/1,50/1,25/1,13/8,8/1,50/1,50/1,16/1,20/1,NULL,NULL,NULL,NULL,"18900.0 EUR","6000.0 EUR","3000.0 EUR","2100.0 EUR",NULL,NULL,NULL,NULL,5,1,6,14,15,9,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"2020-01-13 11:20:55","2020-01-13 11:20:55"
445,559740,2020-01-09,14:52,1578592320000,"De Jurancon Handicap",Pau,FIBRESAND,"4YO only",11,"Rosissim (9/4), New Bareliere (9/4), Baroudeur (13/2), Depende (8/1), Toulpar (8/1), Wend'id (9/1), Pougnachou (12/1), Got Flight (14/1), Earth Wind (20/1), Sunday Girl (40/1), Casinochop (50/1)",3.25,9,15,21,7.5,3.25,9,13,10,41,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9/4,8/1,14/1,20/1,13/2,9/4,8/1,12/1,9/1,40/1,50/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13230.0 EUR","4200.0 EUR","2100.0 EUR","1470.0 EUR",NULL,NULL,NULL,NULL,2,9,8,4,10,1,3,7,5,11,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:56","2020-01-13 11:20:56"
446,559749,2020-01-09,15:27,1578594420000,"Noirmoutier Stakes",Pornichet,FIBRESAND,"4YO only",11,"Glaciate (4/5), Perle De Nuit (7/2), Caja Primera (11/2), Carambole (10/1), Gold Quest (12/1), Newmillenium Angel (12/1), Silently (33/1), Starfonic (33/1), Reine Amerhicane (40/1), Orpaline Forlonge (50/1), Reve De Chiron (50/1)",1.8,4.5,11,6.5,13,13,34,51,34,41,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4/5,7/2,10/1,11/2,12/1,12/1,33/1,50/1,33/1,40/1,50/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6500.0 EUR","2600.0 EUR","1950.0 EUR","1300.0 EUR","650.0 EUR",NULL,NULL,NULL,1,3,2,5,6,7,9,4,8,10,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:56","2020-01-13 11:20:56"
447,559750,2020-01-09,16:02,1578596520000,"D'abaca Handicap",Pornichet,FIBRESAND,"4YO only",11,"Where Is Charlie (10/3), Alpatkinoss (7/2), Miengo (7/2), Jamala (11/2), Sarati (10/1), Stade Velodrome (12/1), Dukessa (12/1), Lauderdale (14/1), Ultimatum (16/1), Voltereta (16/1), New Dream (20/1)",11,17,4.33,13,4.5,6.5,15,21,4.5,17,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10/1,16/1,10/3,12/1,7/2,11/2,14/1,20/1,7/2,16/1,12/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9451.0 EUR","3000.0 EUR","1500.0 EUR","1050.0 EUR",NULL,NULL,NULL,NULL,4,5,11,2,6,1,7,9,10,3,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:56","2020-01-13 11:20:56"
448,559751,2020-01-09,16:37,1578598620000,"Bosco Claiming Handicap",Pornichet,FIBRESAND,"5YO plus",15,"Lord Torranaga (11/8), Swing Glaz (10/3), Rebel Queen (6/1), The Captain (6/1), Saglyacat (12/1), Namar (14/1), Nova Blue (16/1), Creasy Mix (25/1), Zabawa (25/1), Cropus (25/1), Theos Lolly (33/1), Pascalo'day (40/1), Sky Champe (80/1), Green Saga (80/1), La Sapienza (80/1)",2.38,7,4.33,41,15,13,17,34,26,81,26,26,81,81,7,NULL,NULL,NULL,NULL,NULL,NULL,11/8,6/1,10/3,40/1,14/1,12/1,16/1,33/1,25/1,80/1,25/1,25/1,80/1,80/1,6/1,NULL,NULL,NULL,NULL,NULL,NULL,"7560.0 EUR","2400.0 EUR","1200.0 EUR","840.0 EUR",NULL,NULL,NULL,NULL,8,4,1,10,6,2,5,12,11,13,7,14,9,3,15,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:57","2020-01-13 11:20:57"
449,559752,2020-01-09,17:10,1578600600000,"Armorique Handicap",Pornichet,FIBRESAND,"4YO only",13,"April Wine (9/4), Poca Boy (4/1), Light Of Cristo (5/1), Mister Mario (13/2), Little Devil (8/1), Zimbaldino (10/1), Emmasamiclau (12/1), Lady Arkadina (16/1), Ramses (16/1), Jetcologne (20/1), Rayon De Lune (25/1), Enjoychop (40/1), String Quartet (40/1)",6,17,9,5,26,7.5,13,41,41,21,17,3.25,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5/1,16/1,8/1,4/1,25/1,13/2,12/1,40/1,40/1,20/1,16/1,9/4,10/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9451.0 EUR","3000.0 EUR","1500.0 EUR","1050.0 EUR",NULL,NULL,NULL,NULL,8,9,5,4,2,10,1,12,13,7,11,3,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:57","2020-01-13 11:20:57"
450,559753,2020-01-09,17:45,1578602700000,"Embellie Claiming Handicap",Pornichet,FIBRESAND,"4YO only",8,"Moputo (15/8), Soul Survivor (9/4), First Flower (9/2), Arromanches (15/2), Albiceleste (15/2), Smart Lady (10/1), Hackle Setter (20/1), Faux Pas (33/1)",2.88,3.25,8.5,5.5,21,8.5,34,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15/8,9/4,15/2,9/2,20/1,15/2,33/1,10/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7560.0 EUR","2400.0 EUR","1200.0 EUR","840.0 EUR",NULL,NULL,NULL,NULL,4,1,6,3,2,5,8,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:58","2020-01-13 11:20:58"
451,559754,2020-01-09,18:15,1578604500000,"Dinghy Claiming Handicap",Pornichet,FIBRESAND,"4YO only",6,"Diva Morita (4/5), Cleostorm (4/1), Saam (5/1), La Regle Du Jeu (9/1), Episcopale (10/1), La Gaeta (16/1)",17,5,6,1.8,11,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16/1,4/1,5/1,4/5,10/1,9/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7560.0 EUR","2400.0 EUR","1200.0 EUR","840.0 EUR",NULL,NULL,NULL,NULL,5,4,2,1,6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:58","2020-01-13 11:20:58"
452,559755,2020-01-09,18:50,1578606600000,"Gennaker Stakes",Pornichet,FIBRESAND,"4YO only",10,"Pedrozzo (2/1), Ephemeral (9/4), Algwendi (3/1), What A Fair Foot (3/1), Larmour (6/1), Anejo (10/1), Georginela (20/1), Gampelino (20/1), Song Of Summer (25/1), Lovely Sunday (40/1), Dolmatova (50/1)",4,3.25,3,11,7,21,26,41,51,21,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3/1,9/4,2/1,10/1,6/1,20/1,25/1,40/1,50/1,20/1,3/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8190.0 EUR","2600.0 EUR","1300.0 EUR","910.0 EUR",NULL,NULL,NULL,NULL,3,4,2,11,1,7,8,6,10,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:59","2020-01-13 11:20:59"
453,559677,2020-01-09,14:30,1578591000000,"Al Maktoum Challenge R1 Presented By Longines La Grande Classique Arab Group 1 - Dirt",Meydan,DIRT,"5YO plus",16,"Aatebat Al Khalediah (6/4), Es Ajeeb (15/8), Af Alwajel (4/1), Rb Money To Burn (6/1), Af Al Sajanjle (10/1), Mirna (20/1), Cakouet De Bozouls (28/1), Cheik Roque (33/1), Assuan (33/1), Hareer Al Reef (33/1), Rb So Rich (33/1), Zawani Star (33/1), Mh Rahal (40/1), Burj Al Arab (40/1), Shadda'ad (50/1), Octave (50/1)",7,34,11,21,5,2.88,41,34,41,51,2.5,34,51,34,29,34,NULL,NULL,NULL,NULL,NULL,6/1,33/1,10/1,20/1,4/1,15/8,40/1,33/1,40/1,50/1,6/4,33/1,50/1,33/1,28/1,33/1,NULL,NULL,NULL,NULL,NULL,"135963.0 AED","51429.0 AED","25548.0 AED","11691.0 AED","5892.0 AED","3519.0 AED",NULL,NULL,9,4,5,8,14,2,11,3,6,15,12,1,7,10,16,13,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:20:59","2020-01-13 11:20:59"
454,559678,2020-01-09,15:05,1578593100000,"Longines Hydroconquest Handicap - Turf",Meydan,TURF,"3YO plus",8,"Ekhtiyaar (1/1), Summerghand (10/3), Abrantes (11/2), Dream Today (15/2), Neverland Rock (20/1), Nine Below Zero (22/1), Raafid (22/1), Moqarrab (66/1)",2,8.5,67,4.33,21,23,23,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1/1,15/2,66/1,10/3,20/1,22/1,22/1,11/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"366056.0 AED","138462.0 AED","68782.0 AED","31482.0 AED","15870.0 AED","9468.0 AED",NULL,NULL,1,6,7,2,5,4,8,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:21:00","2020-01-13 11:21:00"
455,559679,2020-01-09,15:40,1578595200000,"Uae 2000 Guineas Trial Presented By Longines Dolce Vita Conditions Stakes - Dirt",Meydan,DIRT,"3YO plus",16,"First View (13/8), Far Sky (11/2), Commanding (13/2), Lost In Time (15/2), Laser Show (15/2), Nocentsinkentucky (10/1), Al Modayar (16/1), Dubai Avenue (20/1), Chinese Emperor (25/1), Emirates Currency (33/1), Dark Of Night (50/1), Jukebox King (50/1), Spirit Of Light (66/1), Ababil (66/1), Attribution (100/1), Bedouins Boy (150/1), What A Metal (N/A), Sanad Libya (N/A)",7.5,17,51,67,11,51,8.5,34,151,2.63,6.5,26,101,8.5,67,21,0,0,NULL,NULL,NULL,13/2,16/1,50/1,66/1,10/1,50/1,15/2,33/1,150/1,13/8,11/2,25/1,100/1,15/2,66/1,20/1,NULL,NULL,NULL,NULL,NULL,"209173.0 AED","79120.0 AED","39303.0 AED","17990.0 AED","9070.0 AED","5410.0 AED",NULL,NULL,6,2,7,16,15,12,14,9,4,11,10,5,3,13,1,8,0,0,NULL,NULL,NULL,"2020-01-13 11:21:00","2020-01-13 11:21:00"
456,559680,2020-01-09,16:15,1578597300000,"Singspiel Stakes Presented By Longines Master Collection Group 2 - Turf",Meydan,TURF,"3YO plus",5,"Benbatl (2/15), Dream Castle (11/4), Majestic Mambo (8/1), For The Top (16/1), Famous Wolf (40/1), Gm Hopkins (40/1)",1.13,17,9,41,41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2/15,16/1,8/1,40/1,40/1,11/4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"522934.0 AED","197805.0 AED","98261.0 AED","44970.0 AED","22670.0 AED","13530.0 AED",NULL,NULL,3,2,1,6,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2020-01-13 11:21:00","2020-01-13 11:21:00"
